count,mae_cycles,median_absolute_error_cycles,rmse_cycles,mape_percent,mean_bias_cycles,within_10_percent_accuracy,within_15_percent_accuracy,r2,max_absolute_error_cycles,seed,held_out_protocol,target_adaptation,target_labels_used_for_checkpoint_selection,label_normalization,best_source_validation_iteration,best_source_validation_mae_cycles,source_mean_baseline_rul_cycles,source_mean_baseline_mae_cycles
8,421.3892364501953,367.05975341796875,516.4550887172478,25.643528714758602,-153.44017028808594,0.25,0.5,-0.21353933670462544,929.8941650390625,42,protocol_1,False,False,none; raw RUL cycles,75,204.3955841064453,1820.7666666666667,385.19166666666666
