step,loss,nll,kl,consistency_loss,consistency_weight,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
1,0.8523854613304138,0.8523818254470825,0.018039830029010773,0.0003082375624217093,5e-05,0.0002,1.5237069129943848,False,100->120,"MATR_b1c41,MATR_b3c22,MATR_b1c43,MATR_b4c39,MATR_b2c45,MATR_b3c40,MATR_b1c24,MATR_b4c23,MATR_b4c37,MATR_b2c29,MATR_b3c0,MATR_b3c38,MATR_b2c46,MATR_b2c28","MATR_b3c5,MATR_b4c20,MATR_b1c26,MATR_b4c28,MATR_b1c33,MATR_b2c44,MATR_b3c8,MATR_b2c39",455.0,868.0,,0.19207767397165298
2,2.148094415664673,2.148088216781616,0.015547070652246475,4.080357030034065e-06,0.0001,0.0004,inf,True,280->300,"MATR_b1c40,MATR_b4c35,MATR_b4c4,MATR_b1c36,MATR_b4c0,MATR_b2c5,MATR_b3c5,MATR_b3c34,MATR_b3c40,MATR_b3c38,MATR_b2c29,MATR_b2c25","MATR_b2c36,MATR_b2c26,MATR_b2c38,MATR_b3c35,MATR_b4c30,MATR_b1c17,MATR_b3c16,MATR_b2c42",464.0,1635.0,,0.37306695617735386
3,0.9286596179008484,0.9286472797393799,0.020547941327095032,0.0001974665210582316,0.00015000000000000001,0.0006,0.9944638609886169,False,100->120,"MATR_b4c0,MATR_b1c44,MATR_b2c31,MATR_b1c9,MATR_b4c5,MATR_b3c44,MATR_b1c0,MATR_b3c34,MATR_b3c28,MATR_b4c2","MATR_b2c27,MATR_b4c22,MATR_b4c8,MATR_b3c41,MATR_b3c22,MATR_b2c13,MATR_b1c36,MATR_b4c19",467.0,1000.0,,0.5046123028732836
4,1.0445752143859863,1.0445711612701416,0.005044484045356512,2.227630466222763e-05,0.0002,0.0008,0.6243008971214294,False,180->200,"MATR_b3c11,MATR_b2c25,MATR_b2c10,MATR_b2c43,MATR_b2c36,MATR_b3c10,MATR_b3c27,MATR_b2c47,MATR_b2c45,MATR_b1c15,MATR_b4c38,MATR_b3c41,MATR_b4c26,MATR_b1c45,MATR_b1c16","MATR_b2c14,MATR_b1c26,MATR_b4c43,MATR_b4c44,MATR_b4c25,MATR_b4c40,MATR_b1c23,MATR_b2c35",453.0,1012.0,,0.6821704148314893
5,3.2173120975494385,3.217270612716675,0.04159367084503174,0.00018024444580078125,0.00025,0.001,inf,True,120->140,"MATR_b2c45,MATR_b4c24,MATR_b1c38,MATR_b3c27,MATR_b1c40,MATR_b3c39,MATR_b2c46,MATR_b3c26","MATR_b3c38,MATR_b2c4,MATR_b2c32,MATR_b2c44,MATR_b4c30,MATR_b4c4,MATR_b3c34,MATR_b2c36",443.0,1932.0,,0.7702908362261951
6,1.269249439239502,1.2692289352416992,0.0170648992061615,1.4144927263259888e-05,0.00030000000000000003,0.0012,3.295111894607544,False,220->240,"MATR_b2c36,MATR_b3c34,MATR_b3c39,MATR_b4c28,MATR_b1c28,MATR_b2c39,MATR_b1c45,MATR_b4c26,MATR_b3c40,MATR_b3c41,MATR_b2c0,MATR_b2c42","MATR_b1c9,MATR_b1c24,MATR_b3c8,MATR_b4c23,MATR_b4c35,MATR_b2c11,MATR_b1c33,MATR_b3c28",476.0,1081.0,,0.8690723078325391
7,1.273711919784546,1.27360200881958,0.07851192355155945,1.8514692783355713e-06,0.00035000000000000005,0.0014,2.8037872314453125,False,220->240,"MATR_b4c43,MATR_b3c27,MATR_b4c40,MATR_b2c29,MATR_b4c8,MATR_b1c36,MATR_b3c35,MATR_b3c40","MATR_b1c29,MATR_b1c41,MATR_b1c16,MATR_b2c42,MATR_b2c20,MATR_b4c2,MATR_b3c19,MATR_b1c40",465.0,1152.0,,0.9582031141035259
8,1.1622912883758545,1.1622263193130493,0.040596164762973785,2.030283212661743e-06,0.0004,0.0016,1.3045345544815063,False,240->260,"MATR_b2c43,MATR_b4c4,MATR_b2c35,MATR_b2c39,MATR_b2c10,MATR_b2c6,MATR_b2c26,MATR_b1c38","MATR_b4c19,MATR_b3c12,MATR_b2c42,MATR_b1c24,MATR_b3c22,MATR_b4c27,MATR_b2c13,MATR_b3c11",465.0,1015.0,,1.0485060960054398
9,0.8587937355041504,0.8587740063667297,0.010942112654447556,4.895031452178955e-06,0.00045,0.0018,0.7160256505012512,False,220->240,"MATR_b1c9,MATR_b4c24,MATR_b3c27,MATR_b4c33,MATR_b1c29,MATR_b3c11,MATR_b3c39,MATR_b2c0,MATR_b1c7,MATR_b4c31,MATR_b1c45,MATR_b1c16,MATR_b3c10,MATR_b2c18","MATR_b3c26,MATR_b4c8,MATR_b2c20,MATR_b3c12,MATR_b4c22,MATR_b2c29,MATR_b1c36,MATR_b3c13",497.0,1025.0,,1.1649754480458796
10,0.8531875610351562,0.8531728982925415,0.007334413006901741,2.5369226932525635e-06,0.0005,0.002,1.3822436332702637,False,280->300,"MATR_b1c31,MATR_b4c41,MATR_b3c35,MATR_b4c44,MATR_b1c45,MATR_b4c22,MATR_b2c26,MATR_b2c32,MATR_b2c46","MATR_b2c42,MATR_b4c16,MATR_b4c13,MATR_b4c2,MATR_b2c20,MATR_b1c15,MATR_b1c26,MATR_b2c38",464.0,909.0,,1.2709838841110468
11,0.918968915939331,0.9189013242721558,0.030726663768291473,2.3972243070602417e-06,0.00055,0.0022,0.8947047591209412,False,240->260,"MATR_b2c20,MATR_b4c39,MATR_b4c38,MATR_b1c17,MATR_b2c13,MATR_b1c41,MATR_b2c47,MATR_b1c38,MATR_b2c46","MATR_b3c8,MATR_b2c18,MATR_b4c8,MATR_b3c0,MATR_b2c39,MATR_b4c17,MATR_b3c27,MATR_b2c23",458.0,1007.0,,1.3577955132350326
