run_dir,target,source_mode,history_length,seed,primary_adaptation,fast_mae,fast_rmse,fast_r2,fast_r2_nan_reason,fast_max_absolute_error,fast_final_cycle_absolute_error,fast_pre_eol_mae,fast_post_eol_mae,fast_prediction_point_count,fast_true_eol_cycle,fast_predicted_eol_cycle_discrete,fast_predicted_eol_cycle_interpolated,fast_true_rul,fast_predicted_rul,fast_signed_rul_error,fast_absolute_rul_error,fast_relative_absolute_rul_error,fast_crossing_found,fast_adaptation_mode,full_mae,full_rmse,full_r2,full_r2_nan_reason,full_max_absolute_error,full_final_cycle_absolute_error,full_pre_eol_mae,full_post_eol_mae,full_prediction_point_count,full_true_eol_cycle,full_predicted_eol_cycle_discrete,full_predicted_eol_cycle_interpolated,full_true_rul,full_predicted_rul,full_signed_rul_error,full_absolute_rul_error,full_relative_absolute_rul_error,full_crossing_found,full_adaptation_mode,mae,rmse,r2,r2_nan_reason,max_absolute_error,final_cycle_absolute_error,pre_eol_mae,post_eol_mae,prediction_point_count,true_eol_cycle,predicted_eol_cycle_discrete,predicted_eol_cycle_interpolated,true_rul,predicted_rul,signed_rul_error,absolute_rul_error,relative_absolute_rul_error,crossing_found,adaptation_mode
C:\Users\pc\Desktop\SIA LAB\battery_gru\outputs\runs\20260801_184806_168250_same_family_CALCE_CX2_37_L50_seed42,CALCE_CX2_37.pkl,same_family,50,42,full,0.7627314016796057,0.763264965096172,-149247.30760155266,,0.8275626865050772,0.7361421506992486,0.7627314016796057,,10,579,51.0,50.18786386909179,529.0,1.0,-528.0,528.0,0.998109640831758,True,fast,0.6044996440983718,0.6060106972385942,-94083.77260793548,,0.7018478927037696,0.5649283748260644,0.6044996440983718,,10,579,51.0,50.221408873909006,529.0,1.0,-528.0,528.0,0.998109640831758,True,full,0.6044996440983718,0.6060106972385942,-94083.77260793548,,0.7018478927037696,0.5649283748260644,0.6044996440983718,,10,579,51.0,50.221408873909006,529.0,1.0,-528.0,528.0,0.998109640831758,True,full
