epoch,train_mse,validation_mse,gradient_norm_max,learning_rate,elapsed_seconds
26,0.05157807841897011,0.1059962660074234,1.5691708326339722,0.001,0.18283087713643909
27,0.07194023579359055,0.10140861570835114,1.9268219470977783,0.001,0.18888055998831987
28,0.06613986194133759,0.07707364857196808,1.8032490015029907,0.001,0.19495123298838735
29,0.04890241473913193,0.04818814620375633,1.5042906999588013,0.001,0.20098517695441842
30,0.029094316065311432,0.024516034871339798,1.1060633659362793,0.001,0.20707245101220906
31,0.013649502769112587,0.009425458498299122,0.7093701362609863,0.001,0.21359234699048102
32,0.004704826511442661,0.002236477332189679,0.37376588582992554,0.001,0.21966267912648618
33,0.0012014408130198717,0.0007327582570724189,0.09354384243488312,0.001,0.2267858989071101
34,0.001696666469797492,0.0025619661901146173,0.1396808922290802,0.001,0.23382737510837615
35,0.004361595492810011,0.005847510881721973,0.3049410581588745,0.001,0.2399018849246204
36,0.0077413711696863174,0.009297511540353298,0.4221152663230896,0.001,0.24597369995899498
37,0.011068293824791908,0.012114749290049076,0.5089120864868164,0.001,0.2520567059982568
38,0.013696450740098953,0.013884790241718292,0.5646286606788635,0.001,0.25812807003967464
39,0.015317186713218689,0.014459744095802307,0.5973775386810303,0.001,0.26418468612246215
40,0.015868589282035828,0.013888738118112087,0.6078246235847473,0.001,0.27075552800670266
41,0.015087852254509926,0.012374961748719215,0.5872014164924622,0.001,0.27684523700736463
42,0.01367534976452589,0.010191072709858418,0.5593055486679077,0.001,0.2830039351247251
43,0.01159908901900053,0.007656474597752094,0.5179281830787659,0.001,0.28908323403447866
44,0.009311459958553314,0.005118703003972769,0.46447309851646423,0.001,0.29518002597615123
45,0.00674982275813818,0.002920929342508316,0.38997626304626465,0.001,0.3017474019434303
46,0.0045107281766831875,0.0013436967274174094,0.31226208806037903,0.001,0.3078994669485837
47,0.002621646737679839,0.0005763205699622631,0.219204381108284,0.001,0.31402422091923654
48,0.0013753867242485285,0.0006668640417046845,0.1257636994123459,0.001,0.3211375530809164
49,0.000818049069494009,0.0015075607225298882,0.043607164174318314,0.001,0.3272501139435917
50,0.0008600205765105784,0.002841291716322303,0.07481358200311661,0.001,0.3334022699855268
51,0.0013782036257907748,0.004312709905207157,0.15300117433071136,0.001,0.3399440669454634
52,0.0021120142191648483,0.005548304412513971,0.22405719757080078,0.001,0.3460540841333568
53,0.0027796325739473104,0.006264283787459135,0.27011364698410034,0.001,0.3521646820008755
54,0.0032404165249317884,0.006320962216705084,0.3001582622528076,0.001,0.3582964490633458
55,0.0034003998152911663,0.0057420567609369755,0.31093883514404297,0.001,0.3648978089913726
56,0.0031702411361038685,0.0046964967623353004,0.30229780077934265,0.001,0.37104868213646114
57,0.002696797251701355,0.003426700597628951,0.27878278493881226,0.001,0.37718780408613384
58,0.0019821650348603725,0.002189132384955883,0.23596163094043732,0.001,0.38335265312343836
59,0.0012761028483510017,0.001181390485726297,0.18262465298175812,0.001,0.3899615870323032
60,0.0007058086339384317,0.0005087782046757638,0.1270155906677246,0.001,0.39610635908320546
61,0.00033202761551365256,0.00018757098587229848,0.07193141430616379,0.001,0.4032349279150367
62,0.0001713541423669085,0.00016580394003540277,0.017011942341923714,0.001,0.410381562076509
63,0.00019699511176440865,0.0003495869168546051,0.030427366495132446,0.001,0.41798008512705564
64,0.00035005787503905594,0.0006323344423435628,0.07143354415893555,0.001,0.42412984604015946
65,0.000572893419303,0.0009157039457932115,0.1056692972779274,0.001,0.4302784150931984
66,0.0007785703637637198,0.0011265849461778998,0.1290876269340515,0.001,0.43645239202305675
67,0.0009183798101730645,0.001224364503286779,0.1415729820728302,0.001,0.4431603520642966
68,0.0009729485609568655,0.00120040203910321,0.14546780288219452,0.001,0.44934846507385373
69,0.0009832660434767604,0.0010666442103683949,0.14810991287231445,0.001,0.45552710094489157
70,0.0008603287278674543,0.0008610677323304117,0.13567408919334412,0.001,0.4622289689723402
71,0.0007064525852911174,0.0006283222464844584,0.12003974616527557,0.001,0.46841772296465933
72,0.000547944160643965,0.0004122109094168991,0.10148657113313675,0.001,0.47508964501321316
73,0.00038932455936446786,0.00024958697031252086,0.07781854271888733,0.001,0.48127361107617617
74,0.0002553911181166768,0.00016347644850611687,0.049035631120204926,0.001,0.48746449896134436
75,0.00018269444990437478,0.0001574184134369716,0.022260528057813644,0.001,0.49513219203799963
76,0.00016055612650234252,0.00021781442046631128,0.010399073362350464,0.001,0.5023642559535801
77,0.00018017789989244193,0.00031890880200080574,0.030545545741915703,0.001,0.5085890279151499
78,0.0002273713325848803,0.00042931429925374687,0.05086581036448479,0.001,0.5148444580845535
79,0.0002804251271300018,0.0005200630403123796,0.06605016440153122,0.001,0.5210527789313346
80,0.00031483310158364475,0.0005707959644496441,0.07551997154951096,0.001,0.5272747359704226
81,0.0003341243718750775,0.0005724179209209979,0.08069591969251633,0.001,0.5334821760188788
82,0.0003202855004929006,0.0005292277201078832,0.0778404027223587,0.001,0.5396958470810205
83,0.00028514640871435404,0.00045268781832419336,0.07318805903196335,0.001,0.5464414779562503
84,0.0002299320767633617,0.0003603372897487134,0.06164931505918503,0.001,0.5526441580150276
85,0.00017833893070928752,0.0002685240178834647,0.048193737864494324,0.001,0.5593702020123601
86,0.00013073650188744068,0.00018973198893945664,0.03254031762480736,0.001,0.5655800360254943
87,0.00010488624684512615,0.00013031643175054342,0.017597997561097145,0.001,0.5722613960970193
88,9.226307884091511e-05,9.146609954768792e-05,0.0026972568593919277,0.001,0.579480255022645
89,9.415188105776906e-05,6.974666757741943e-05,0.012787832878530025,0.001,0.5866829440928996
90,0.00010727956396294758,5.966635580989532e-05,0.023539820685982704,0.001,0.5939872139133513
91,0.00012350034376140684,5.5847551266197115e-05,0.03295581042766571,0.001,0.6011978480964899
92,0.0001396148290950805,5.432593388832174e-05,0.039909884333610535,0.001,0.6083898369688541
93,0.0001457082253182307,5.340913776308298e-05,0.0423731729388237,0.001,0.6156242650467902
94,0.00014558293332811445,5.36842635483481e-05,0.04264889657497406,0.001,0.622862070100382
95,0.00013499948545359075,5.725759547203779e-05,0.03932292014360428,0.001,0.6291267371270806
96,0.0001194745855173096,6.657491030637175e-05,0.033306099474430084,0.001,0.6353917550295591
97,0.00010387748625362292,8.348400297109038e-05,0.027116229757666588,0.001,0.6416314151138067
98,9.021672303788364e-05,0.00010848343663383275,0.019923774525523186,0.001,0.6479097579140216
99,7.936192560009658e-05,0.00014011647726874799,0.011514679528772831,0.001,0.654696315061301
100,7.439851469825953e-05,0.00017533067148178816,0.0043882220052182674,0.001,0.6609735959209502
101,7.298260607058182e-05,0.00020998813852202147,0.005990383680909872,0.001,0.6672084969468415
102,7.274129166034982e-05,0.00024015507369767874,0.01103035919368267,0.001,0.6734672230668366
103,7.830996764823794e-05,0.0002617094723973423,0.017018118873238564,0.001,0.679737180005759
104,8.26521500130184e-05,0.000271678640274331,0.02180238999426365,0.001,0.6860865359194577
105,8.248468657257035e-05,0.00026983729912899435,0.022881027311086655,0.001,0.6923707700334489
106,8.064969733823091e-05,0.00025733603979460895,0.023011568933725357,0.001,0.6989676910452545
107,7.59338799980469e-05,0.0002368623245274648,0.020955301821231842,0.001,0.7052587079815567
108,7.071827712934464e-05,0.00021170095715206116,0.017785437405109406,0.001,0.7119770071003586
109,6.423263403121382e-05,0.00018513129907660186,0.013512792065739632,0.001,0.7188433739356697
110,6.03897133260034e-05,0.00015957377036102116,0.00967656634747982,0.001,0.7258239160291851
111,5.634337867377326e-05,0.00013702370051760226,0.004877838771790266,0.001,0.7327991779893637
112,5.505886656465009e-05,0.0001183345666504465,0.001651750528253615,0.001,0.7398013800848275
113,5.399253132054582e-05,0.00010411681432742625,0.0042035989463329315,0.001,0.7462806301191449
114,5.405236879596487e-05,9.429269994143397e-05,0.007721255999058485,0.001,0.7531239739619195
115,5.54401267436333e-05,8.85386616573669e-05,0.010397913865745068,0.001,0.7609693501144648
116,5.6594413763377815e-05,8.643235923955217e-05,0.011873429641127586,0.001,0.7679647000040859
117,5.477324521052651e-05,8.74945180839859e-05,0.011819196864962578,0.001,0.7750716290902346
118,5.504792352439836e-05,9.186413808492944e-05,0.012936629354953766,0.001,0.7815585930366069
119,5.289494583848864e-05,9.904140461003408e-05,0.010745713487267494,0.001,0.7882727349642664
120,5.159059219295159e-05,0.00010870832920772955,0.008964953012764454,0.001,0.7953272650483996
121,4.869966141995974e-05,0.00012039754074066877,0.006845132447779179,0.001,0.801722917938605
122,4.7361365432152525e-05,0.00013356951239984483,0.004839245229959488,0.001,0.808084107004106
123,4.561030800687149e-05,0.00014705699868500233,0.0018307112623006105,0.001,0.8144556649494916
