schedule,cycle_step,beta,observed_through_cycle,num_cells,future_rmse_mean,future_rmse_std,future_rmse_median,current_soh_abs_error_mean,nll_mean,coverage_95_mean,interval_width_95_mean,num_context_points_mean,num_available_context_points_mean,num_target_points_mean
step10,10,0.0,100,3,0.1273059875113666,0.04564289745497501,0.14022724858072969,0.018127550305555462,-0.9856369955943305,0.769912538226123,0.34026741153392076,100.0,100.0,1070.0
step1,1,0.0,100,3,0.1273059875113666,0.04564289745497501,0.14022724858072969,0.018127550305555462,-0.9856369955943305,0.769912538226123,0.34026741153392076,100.0,100.0,1070.0
step10,10,0.25,100,3,0.09423032271211351,0.027416835053739996,0.07921176032348821,0.014066118292887805,2.4118551228030194,0.35217004486846326,0.11722991885379346,100.0,100.0,1070.0
step1,1,0.25,100,3,0.09423032271211351,0.027416835053739996,0.07921176032348821,0.014066118292887805,2.4118551228030194,0.35217004486846326,0.11722991885379346,100.0,100.0,1070.0
step10,10,0.5,100,3,0.09434626884216102,0.02723499417016145,0.0792320220448123,0.014308446458246915,2.5729563617993687,0.3451363804746257,0.11608697724077877,100.0,100.0,1070.0
step1,1,0.5,100,3,0.09434626884216102,0.02723499417016145,0.0792320220448123,0.014308446458246915,2.5729563617993687,0.3451363804746257,0.11608697724077877,100.0,100.0,1070.0
step10,10,0.75,100,3,0.09435532482051621,0.02713394193436985,0.07928992751127253,0.014326181135554691,2.58886690596921,0.3468801210522196,0.11650494782237893,100.0,100.0,1070.0
step1,1,0.75,100,3,0.09435532482051621,0.02713394193436985,0.07928992751127253,0.014326181135554691,2.58886690596921,0.3468801210522196,0.11650494782237893,100.0,100.0,1070.0
step10,10,1.0,100,3,0.09426257876897765,0.026853918984369115,0.07934146474278443,0.014226468115638583,2.587870153131813,0.34870906522939765,0.11775136564754352,100.0,100.0,1070.0
step1,1,1.0,100,3,0.09426257876897765,0.026853918984369115,0.07934146474278443,0.014226468115638583,2.587870153131813,0.34870906522939765,0.11775136564754352,100.0,100.0,1070.0
step1,1,0.0,101,3,0.12714602379598694,0.04543649510386084,0.14023725973792722,0.017385469222408096,-0.993147313227837,0.7765607137416937,0.34043816109817254,101.0,101.0,1069.0
step1,1,0.25,101,3,0.09417405541174857,0.027500103581841198,0.0787932615740774,0.013985204330170661,2.4805754169436813,0.3454023126081533,0.11506995825781448,101.0,101.0,1069.0
step1,1,0.5,101,3,0.09430995059797366,0.027283581235941875,0.07885393609805953,0.01424044212597538,2.66024820094219,0.338137548103876,0.11415525269083593,101.0,101.0,1069.0
step1,1,0.75,101,3,0.09432867197894346,0.027158146681498838,0.0789155149969632,0.01427886925218702,2.6928921387793636,0.33945786013948526,0.11468253244733884,101.0,101.0,1069.0
step1,1,1.0,101,3,0.09422096867429021,0.026808551034898785,0.07895980404113896,0.014178938724701403,2.7100255262096193,0.3410895748120785,0.11605258250362804,101.0,101.0,1069.0
step1,1,0.0,102,3,0.1270020956400861,0.04524378062269664,0.14026812717441112,0.015490987161214406,-1.0003685406321703,0.7838331316342425,0.34041283194477173,102.0,102.0,1068.0
step1,1,0.25,102,3,0.09266334652146196,0.024958742567824984,0.07851613933756078,0.011152185870615209,2.250466413072813,0.36862668060355247,0.11934961088078162,102.0,102.0,1068.0
step1,1,0.5,102,3,0.09262011950139093,0.024426906972507583,0.07859209286405346,0.011287283750911925,2.4155768222504346,0.36635239699375904,0.11894932946250819,102.0,102.0,1068.0
step1,1,0.75,102,3,0.09263422346301371,0.024310118403948883,0.07865217889952743,0.011341973413971437,2.4494221825863076,0.3666253784512909,0.11942934595244441,102.0,102.0,1068.0
step1,1,1.0,102,3,0.09244337073132491,0.02384227996935431,0.07869122243521683,0.011273866563357307,2.482300344161011,0.3705553974328457,0.12053975470447022,102.0,102.0,1068.0
step1,1,0.0,103,3,0.12686452863504635,0.04505634860602146,0.14030069282489221,0.015335331599065083,-1.007798221112221,0.7875001385749986,0.34032781915858834,103.0,103.0,1067.0
step1,1,0.25,103,3,0.09278946959949608,0.025212280012295453,0.07827422353754127,0.011366781744648521,2.3355560089355736,0.367115565794665,0.1179031396208144,103.0,103.0,1067.0
step1,1,0.5,103,3,0.09275037769072687,0.024693965248982062,0.07862717246282926,0.01149733196532099,2.497216211505736,0.3631920590938446,0.11766554734300427,103.0,103.0,1067.0
step1,1,0.75,103,3,0.09268455410167344,0.024470588508137225,0.07869573652132573,0.011489349271844418,2.5087511125928503,0.3630134014853507,0.118385260765928,103.0,103.0,1067.0
step1,1,1.0,103,3,0.09242840125382036,0.023915913990843685,0.07878946573392127,0.011373736306588592,2.5251573915091168,0.36649631328298077,0.11965856552532905,103.0,103.0,1067.0
step1,1,0.0,104,3,0.12673355464959427,0.04487514147144968,0.1403381316530215,0.01532399834968238,-1.0149825044068514,0.7867797623693559,0.3402868820129661,104.0,104.0,1066.0
step1,1,0.25,104,3,0.09260430662716856,0.025055688127577306,0.07821240232106068,0.011140673665767764,2.3143501002601266,0.3688981063852679,0.11758044404699247,104.0,104.0,1066.0
step1,1,0.5,104,3,0.09252305853912668,0.024457483802443728,0.07865338443410329,0.011254077118601899,2.4757870659285306,0.36801927270000484,0.1174782400308972,104.0,104.0,1066.0
step1,1,0.75,104,3,0.09247236447368097,0.024242224755440068,0.07874737603973844,0.011271520207960442,2.5004401260274407,0.36842105941406955,0.11813601419005722,104.0,104.0,1066.0
step1,1,1.0,104,3,0.09219133611881984,0.023633240706806086,0.07885977118516908,0.011163440128634091,2.52583357715656,0.37170105525966574,0.11939227448623037,104.0,104.0,1066.0
step1,1,0.0,105,3,0.12660822063832497,0.044699393467491355,0.1403780187652755,0.016454749003388613,-1.0219863816936694,0.7827974540168289,0.34009060540131814,105.0,105.0,1065.0
step1,1,0.25,105,3,0.0931748735537485,0.02614084246024005,0.07830499056618812,0.012619162601472814,2.4211554901766315,0.3534499400452653,0.11480743643156195,105.0,105.0,1065.0
step1,1,0.5,105,3,0.09331929580179633,0.025908485807933083,0.07877314861866383,0.012897013610795463,2.6184854826572557,0.34854512995881626,0.11427183476823537,105.0,105.0,1065.0
step1,1,0.75,105,3,0.09336878055704129,0.02585759985059255,0.07888218839971498,0.01299077179888434,2.6597782750194,0.34927049114601916,0.11472525683391037,105.0,105.0,1065.0
step1,1,1.0,105,3,0.09326887747871104,0.025554011026991227,0.0790092467136456,0.012968087226789363,2.7002056599637014,0.3544859341817945,0.11575994846416245,105.0,105.0,1065.0
step1,1,0.0,106,3,0.12648912710221263,0.04453105848771549,0.1404216715666169,0.017144269317596272,-1.0285023648938971,0.7865429413734031,0.3400724967526092,106.0,106.0,1064.0
step1,1,0.25,106,3,0.09372941130980332,0.027076542029463725,0.07849278337782913,0.013714198175076278,2.586553909282357,0.3472081188533456,0.11256395187958888,106.0,106.0,1064.0
step1,1,0.5,106,3,0.09384048257266014,0.026817893007312014,0.07892812283456677,0.013946753410553958,2.7666108280683654,0.3448419326813872,0.11216313629167467,106.0,106.0,1064.0
step1,1,0.75,106,3,0.09385293742559904,0.02672177047271234,0.07901898833047964,0.013999903834790847,2.794212026746821,0.34637823821790653,0.11272199065918247,106.0,106.0,1064.0
step1,1,1.0,106,3,0.09374011915053382,0.02642075590218665,0.07912109589907719,0.013939085499522682,2.815642399876774,0.3484737753985067,0.1138780895661526,106.0,106.0,1064.0
step1,1,0.0,107,3,0.12637458303677282,0.044367765715164494,0.1404708809750063,0.01586692791574947,-1.0346966036764016,0.7928691050999547,0.34005284699834964,107.0,107.0,1063.0
step1,1,0.25,107,3,0.09283431850628861,0.02563409871970127,0.0785234732407966,0.011515711750624269,2.440591309702918,0.3655281236763968,0.11526036515195366,107.0,107.0,1063.0
step1,1,0.5,107,3,0.09271881441227658,0.02497087155354886,0.0789769795193994,0.011601465352472196,2.608317375860818,0.36584155278782626,0.11532772371925326,107.0,107.0,1063.0
step1,1,0.75,107,3,0.09259009090710835,0.024633668503119602,0.07906814378516346,0.011569715164284658,2.6253448266929564,0.3694149252518555,0.11613977531545915,107.0,107.0,1063.0
step1,1,1.0,107,3,0.09225986157499584,0.023951318327920176,0.07917985379655941,0.011435746003900293,2.6484581988444202,0.3760488520614819,0.11747624330533335,107.0,107.0,1063.0
step1,1,0.0,108,3,0.12626488203828332,0.044206689623420226,0.14052327710107557,0.015435103900611832,-1.0410769238557023,0.7938410531238483,0.34010315727950674,108.0,108.0,1062.0
step1,1,0.25,108,3,0.09048666119689991,0.027191326648410535,0.07740320895060222,0.012792258887779647,0.5005816574557084,0.41036989943221736,0.12256856735076777,108.0,108.0,1062.0
step1,1,0.5,108,3,0.09032331405958156,0.02701871041337022,0.07748756432318385,0.012906678401545432,0.4552892649577756,0.4109872083815003,0.12287899464170933,108.0,108.0,1062.0
step1,1,0.75,108,3,0.09021841509712165,0.027024819039167113,0.0775262830102664,0.013056735666701217,0.40248708923271254,0.4135079895134897,0.1237636085418175,108.0,108.0,1062.0
step1,1,1.0,108,3,0.08995462895481164,0.02658288987896952,0.07754090204020476,0.012933793595731066,0.3717430335335303,0.4181735475675345,0.12501587683204282,108.0,108.0,1062.0
step1,1,0.0,109,3,0.1261498694443359,0.04404425983576146,0.14055183563905851,0.014676512672680109,-1.0473293979298908,0.7919753287505863,0.3402118222447848,109.0,109.0,1061.0
step1,1,0.25,109,3,0.09074881803850164,0.027530339264610595,0.07726457239342964,0.01201396488221984,0.5598705210223055,0.40750512203511136,0.12159418049779314,109.0,109.0,1061.0
step1,1,0.5,109,3,0.09043093334815755,0.02711712957935664,0.07734685986155965,0.012036766255169251,0.49070472780246294,0.4148672817620842,0.12230076631768662,109.0,109.0,1061.0
step1,1,0.75,109,3,0.09022399542595093,0.026894956565141813,0.07738258233032556,0.012076552389502707,0.43596245257357985,0.4195371210386938,0.12337415687242685,109.0,109.0,1061.0
step1,1,1.0,109,3,0.08992186081286775,0.02636001649191063,0.07739432535783729,0.011914244406929786,0.40840665378773416,0.42664438015528666,0.12464885234083696,109.0,109.0,1061.0
step10,10,0.0,110,3,0.1260190272807766,0.043875230936409444,0.14052599456910486,0.014693900567773421,-1.0534381558472579,0.8003560557954467,0.3402760449931946,110.0,110.0,1060.0
step1,1,0.0,110,3,0.1260190272807766,0.043875230936409444,0.14052599456910486,0.014693900567773421,-1.0534381558472579,0.8003560557954467,0.3402760449931946,110.0,110.0,1060.0
step10,10,0.25,110,3,0.09001033099259138,0.025977792079289727,0.07712827949902652,0.011216020446015329,0.5532724505730239,0.41945988078525637,0.12268638896002089,110.0,110.0,1060.0
step1,1,0.25,110,3,0.09001033099259138,0.025977792079289727,0.07712827949902652,0.011216020446015329,0.5532724505730239,0.41945988078525637,0.12268638896002089,110.0,110.0,1060.0
step10,10,0.5,110,3,0.08970316495613771,0.02528428916649853,0.07720890709828766,0.011066261869164965,0.5552720187571557,0.42394658223155174,0.12297696403271019,110.0,110.0,1060.0
step1,1,0.5,110,3,0.08970316495613771,0.02528428916649853,0.07720890709828766,0.011066261869164965,0.5552720187571557,0.42394658223155174,0.12297696403271019,110.0,110.0,1060.0
step10,10,0.75,110,3,0.08964874778762473,0.025180083317052262,0.07724120327174515,0.01110061812465187,0.5433858724241045,0.42485422915689774,0.12358434581750329,110.0,110.0,1060.0
step1,1,0.75,110,3,0.08964874778762473,0.025180083317052262,0.07724120327174515,0.01110061812465187,0.5433858724241045,0.42485422915689774,0.12358434581750329,110.0,110.0,1060.0
step10,10,1.0,110,3,0.0895216095962363,0.024800775702323884,0.0772502774671483,0.010957140877661678,0.5679773225345494,0.42564148191643564,0.12433373848220337,110.0,110.0,1060.0
step1,1,1.0,110,3,0.0895216095962363,0.024800775702323884,0.0772502774671483,0.010957140877661678,0.5679773225345494,0.42564148191643564,0.12433373848220337,110.0,110.0,1060.0
step1,1,0.0,111,3,0.12589682386336676,0.04371114651176434,0.14051736327510345,0.015118869234465149,-1.0594419967892252,0.7998285414798693,0.3402942591032425,111.0,111.0,1059.0
step1,1,0.25,111,3,0.09161772226342511,0.028660561191501805,0.07700335214728242,0.012629602553287045,0.7674673551699498,0.3983101694612608,0.11815697105970457,111.0,111.0,1059.0
step1,1,0.5,111,3,0.0915188388047305,0.028500309255373436,0.07708127083806182,0.012687580627849545,0.7385612529853823,0.3990428772376962,0.11830325174768709,111.0,111.0,1059.0
step1,1,0.75,111,3,0.09142802726398676,0.02846806124458569,0.07711080230405257,0.012788446508887405,0.691628625631374,0.40220841055527284,0.11912683118973333,111.0,111.0,1059.0
step1,1,1.0,111,3,0.09124916779213617,0.028146268635381957,0.07711730105599185,0.01265700637694056,0.6643122632828622,0.4076954169317271,0.12034597097549245,111.0,111.0,1059.0
step1,1,0.0,112,3,0.12576212801896072,0.04354377088650194,0.14046712511643908,0.01402997939114059,-1.0650646992746615,0.7986583774952525,0.3403576946198415,112.0,112.0,1058.0
step1,1,0.25,112,3,0.08978415561245663,0.026714100345384115,0.07688105669171648,0.011112791773182732,0.3231246983331368,0.42692795548934354,0.12341288860172535,112.0,112.0,1058.0
step1,1,0.5,112,3,0.08971320892521917,0.0258600285242105,0.07695776774794424,0.010646854939137973,0.4499209428433353,0.4257903321080527,0.12289535301994392,112.0,112.0,1058.0
step1,1,0.75,112,3,0.08980277868266638,0.02551352657377162,0.07698502497257394,0.01037844858657481,0.5539229577326333,0.42409646654804484,0.12288590193009906,112.0,112.0,1058.0
step1,1,1.0,112,3,0.08965136611563577,0.024755114851315332,0.0769894480370382,0.009967615129661156,0.6590647565565826,0.42793743671320766,0.12341518064471457,112.0,112.0,1058.0
