epoch,meta_loss,checkpoint_selection_meta_loss,checkpoint_selection_metric,mean_support_loss,gradient_norm,elapsed_seconds,outer_learning_rate,CALCE_CX2_16_support_loss,CALCE_CX2_16_query_loss,CALCE_CX2_33_support_loss,CALCE_CX2_33_query_loss,CALCE_CX2_34_support_loss,CALCE_CX2_34_query_loss,CALCE_CX2_35_support_loss,CALCE_CX2_35_query_loss,CALCE_CX2_36_support_loss,CALCE_CX2_36_query_loss
1,0.596549928188324,0.5648473620414733,deterministic_post_update_meta_query_loss,0.9237796068191528,2.068905062546302,2.238598730880767,0.001,0.8968513607978821,0.6798032522201538,0.9223079681396484,0.5920770764350891,0.9191821813583374,0.5513766407966614,0.9714328050613403,0.634539783000946,0.9091237783432007,0.5249528288841248
2,0.5648424029350281,0.5337585866451263,deterministic_post_update_meta_query_loss,0.8849474191665649,2.022157894619184,4.635040007997304,0.001,0.8591943979263306,0.6455977559089661,0.8837361335754395,0.5604763627052307,0.8798849582672119,0.5208242535591125,0.9316714406013489,0.6018496155738831,0.8702501058578491,0.495464026927948
3,0.533782958984375,0.5031104862689972,deterministic_post_update_meta_query_loss,0.8465490341186523,1.9791468753120969,7.174449815880507,0.001,0.8224663138389587,0.6120957136154175,0.8458830118179321,0.5295663475990295,0.8427019715309143,0.4911726713180542,0.891456663608551,0.569534182548523,0.8302371501922607,0.46654582023620605
4,0.5031219124794006,0.472797828912735,deterministic_post_update_meta_query_loss,0.808853805065155,1.9384757120447598,9.624743329826742,0.001,0.7837476134300232,0.5787667036056519,0.8079460263252258,0.4990551173686981,0.8043689727783203,0.46189066767692566,0.8541382551193237,0.537940502166748,0.7940680980682373,0.4379565119743347
5,0.472717821598053,0.44271870255470275,deterministic_post_update_meta_query_loss,0.7700514197349548,1.899366704905667,12.08295821887441,0.001,0.7475494146347046,0.546039342880249,0.7682008743286133,0.46869444847106934,0.7648525238037109,0.43290409445762634,0.8139391541481018,0.5064598917961121,0.755715012550354,0.40949127078056335
6,0.4426508843898773,0.41273470520973204,deterministic_post_update_meta_query_loss,0.7324040532112122,1.8623276036796776,14.55176045303233,0.001,0.7091832756996155,0.5132957100868225,0.7316818237304688,0.43883970379829407,0.7293164730072021,0.4042750298976898,0.7748382687568665,0.4751582443714142,0.7170004844665527,0.38168564438819885
7,0.41274556517601013,0.382691752910614,deterministic_post_update_meta_query_loss,0.6949686408042908,1.8266998695439294,17.02607387700118,0.001,0.672444224357605,0.48069512844085693,0.6941297054290771,0.40906184911727905,0.690299391746521,0.37561270594596863,0.7379482984542847,0.4442142844200134,0.6800217032432556,0.3541438579559326
8,0.3827255964279175,0.35245317220687866,deterministic_post_update_meta_query_loss,0.6570910215377808,1.7914239333696678,19.485501121962443,0.001,0.6347310543060303,0.44785618782043457,0.6568562984466553,0.379282683134079,0.6525669097900391,0.3472052812576294,0.6972423791885376,0.41293492913246155,0.644058346748352,0.32634884119033813
9,0.3524031639099121,0.32191619873046873,deterministic_post_update_meta_query_loss,0.6160646677017212,1.7554777045678518,21.95831992593594,0.001,0.5943031311035156,0.4145354628562927,0.6145852208137512,0.34901344776153564,0.6108866930007935,0.31857436895370483,0.6564434766769409,0.3813680410385132,0.6041046380996704,0.29852452874183655
10,0.3218986392021179,0.2910105466842651,deterministic_post_update_meta_query_loss,0.5762102007865906,1.7187669588838914,24.507655262947083,0.001,0.556155264377594,0.380975604057312,0.5749441385269165,0.31863662600517273,0.5734904408454895,0.2898210287094116,0.6137081384658813,0.3494112193584442,0.5627528429031372,0.27064865827560425
11,0.2909596562385559,0.2597006350755692,deterministic_post_update_meta_query_loss,0.5349262952804565,1.6792704815121602,26.967209066962823,0.001,0.513961136341095,0.34665447473526,0.5332378149032593,0.28794535994529724,0.5300775766372681,0.2605830430984497,0.5725305080413818,0.3172033727169037,0.5248242616653442,0.2424120008945465
12,0.2596777379512787,0.22799703776836394,deterministic_post_update_meta_query_loss,0.4925079345703125,1.6358651147126448,29.419358003884554,0.001,0.4733314514160156,0.31185293197631836,0.49233171343803406,0.25686144828796387,0.489559531211853,0.23125489056110382,0.5287125110626221,0.2843168079853058,0.4786044955253601,0.214102640748024
13,0.22793355584144592,0.19597349166870118,deterministic_post_update_meta_query_loss,0.4478757381439209,1.585888052559393,31.8899674420245,0.001,0.4319872260093689,0.27643007040023804,0.4470677971839905,0.2253170907497406,0.4436945915222168,0.20158885419368744,0.47965192794799805,0.25079774856567383,0.43697723746299744,0.1855340301990509
14,0.19596579670906067,0.16379680335521699,deterministic_post_update_meta_query_loss,0.4033273756504059,1.5271002833337466,34.346988174831495,0.001,0.3857372999191284,0.2401285618543625,0.40158993005752563,0.1935129016637802,0.40177252888679504,0.17194302380084991,0.43557441234588623,0.2171824723482132,0.39196279644966125,0.15706199407577515
15,0.16377665102481842,0.13178592473268508,deterministic_post_update_meta_query_loss,0.35639381408691406,1.4546185285340583,36.80975984991528,0.001,0.34232181310653687,0.2034892439842224,0.35546746850013733,0.16156326234340668,0.3525625467300415,0.14216910302639008,0.38559025526046753,0.1829078197479248,0.3460269272327423,0.12875381112098694
16,0.1317896544933319,0.10051863342523575,deterministic_post_update_meta_query_loss,0.3085664212703705,1.3627964926306815,39.37845312897116,0.001,0.2942991852760315,0.16635024547576904,0.30578601360321045,0.12986277043819427,0.30424606800079346,0.11291082203388214,0.33755767345428467,0.1488122045993805,0.3009430468082428,0.10101224482059479
17,0.10051155090332031,0.07100006937980652,deterministic_post_update_meta_query_loss,0.257888525724411,1.2420667203251066,41.83182566985488,0.001,0.24513283371925354,0.12936516106128693,0.25895994901657104,0.09898734837770462,0.2539607286453247,0.08469410985708237,0.28284239768981934,0.11505907028913498,0.2485465705394745,0.07445205748081207
18,0.07103687524795532,0.04492793008685112,deterministic_post_update_meta_query_loss,0.2069101184606552,1.0797778627325245,44.29790329094976,0.001,0.19648921489715576,0.09343275427818298,0.20602338016033173,0.06978350132703781,0.20397068560123444,0.05879240483045578,0.2278188019990921,0.08274886012077332,0.20024845004081726,0.05042685568332672
19,0.04492240026593208,0.025041530653834344,deterministic_post_update_meta_query_loss,0.15428976714611053,0.8540356610204795,46.76019434304908,0.001,0.14433276653289795,0.05992085114121437,0.15284907817840576,0.04403966665267944,0.15059325098991394,0.03663833811879158,0.17313458025455475,0.05354154855012894,0.15053921937942505,0.03047158569097519
20,0.02502760849893093,0.015333532169461251,deterministic_post_update_meta_query_loss,0.10455544292926788,0.5386226987493864,49.22821015701629,0.001,0.09320458769798279,0.03141823410987854,0.10675367712974548,0.024642767384648323,0.10322313755750656,0.02135998196899891,0.12037836015224457,0.03020363114774227,0.09921745210886002,0.017513427883386612
21,0.0153358718380332,0.019897762779146434,deterministic_post_update_meta_query_loss,0.0595681369304657,0.10319503970775049,51.70832324097864,0.001,0.053056854754686356,0.01214599423110485,0.05841559171676636,0.015422390773892403,0.05823570862412453,0.01679055206477642,0.07114417850971222,0.016653716564178467,0.05698835477232933,0.015666702762246132
22,0.019902722910046577,0.036803309060633185,deterministic_post_update_meta_query_loss,0.02535342238843441,0.45354758204515055,54.18558358796872,0.001,0.02108541876077652,0.006340456660836935,0.026402432471513748,0.020515691488981247,0.02516278438270092,0.026819927617907524,0.031899016350507736,0.01727721281349659,0.022217461839318275,0.028560323640704155
23,0.03678370639681816,0.05253661200404167,deterministic_post_update_meta_query_loss,0.007605099119246006,1.016555634477252,56.781932880869135,0.001,0.006271447986364365,0.013961635529994965,0.00798878539353609,0.03790637105703354,0.007187562994658947,0.04852116107940674,0.010302092880010605,0.03081626258790493,0.006275607738643885,0.05271309241652489
24,0.05248430371284485,0.05675186589360237,deterministic_post_update_meta_query_loss,0.0027318631764501333,1.3602378559516426,59.28534055291675,0.001,0.0027169128879904747,0.02419840358197689,0.0021246459800750017,0.05369029566645622,0.002902270294725895,0.06714761257171631,0.0031930964905768633,0.04463893920183182,0.0027223904617130756,0.07274626940488815
25,0.056721627712249756,0.050327903032302855,deterministic_post_update_meta_query_loss,0.0026506853755563498,1.429588656454797,61.78379522683099,0.001,0.0032102596014738083,0.027083955705165863,0.002621262799948454,0.058223191648721695,0.002534006256610155,0.07191871851682663,0.0016568542923778296,0.04844115674495697,0.0032310443930327892,0.07794113457202911
26,0.050441380590200424,0.03899676855653524,deterministic_post_update_meta_query_loss,0.0037104268558323383,1.2851223011478161,64.28244266100228,0.001,0.004767846316099167,0.022785253822803497,0.003491544397547841,0.0516912005841732,0.003894258989021182,0.06468945741653442,0.0023336312733590603,0.04288329929113388,0.004064852371811867,0.07015768438577652
27,0.03906450420618057,0.02798794414848089,deterministic_post_update_meta_query_loss,0.008356085978448391,1.023679128480177,66.77396269701421,0.001,0.009116646833717823,0.015386427752673626,0.007009511347860098,0.04037079960107803,0.009039591997861862,0.051040709018707275,0.007715616375207901,0.03277195245027542,0.008899057283997536,0.05575261637568474
28,0.02807024121284485,0.020165372826159,deterministic_post_update_meta_query_loss,0.017304768785834312,0.7220744425178952,69.26253864588216,0.001,0.018448760733008385,0.009313144721090794,0.014629012905061245,0.02926301769912243,0.018539169803261757,0.03750305995345116,0.019283486530184746,0.02326587587594986,0.015623418614268303,0.04100611433386803
